DESIGNATION_ID,DESIGNATION_DESC,CR_BY,MOD_BY,ACTIVE,OFLINE
1725.0,TREASURY ADVISER,4.0,,Y,0
1726.0,BUDGET ADVISER,4.0,,Y,0
1727.0,AMBASSADOR OF INDIA TO FRANCE,5.0,,Y,0
1728.0,ADVISER AND CHIEF ACCOURNTS OFFICER,4.0,,Y,0
1729.0,DEAN STUDENTS WELFARE,5.0,,Y,0
1730.0,DIRECTOR GENERAL REVENUE INTELIGENCE,4.0,,Y,0
1731.0,MEMBER CBEC,4.0,,Y,0
1732.0,DEPUTY MINERAL ECONOMIST,4.0,,Y,0
1733.0,SECRETARY AND DIRECTOR GENERAL,4.0,,Y,0
1734.0,CHIEF JUDGE,5.0,,Y,0
1735.0,ADDL. DEVELOPMENT COMMISSIONER,5.0,,Y,0
1736.0,RETD. EXECUTIVE SECRETARY,5.0,,Y,0
1737.0,RETD. CONSULTANT,5.0,,Y,0
1738.0,RETD. CHIEF GENERAL MANAGER,5.0,,Y,0
1739.0,RETD. ENGINEER IN CHIEF,5.0,,Y,0
1740.0,RETD. DY. GENERAL MANAGER,5.0,,Y,0
1741.0,RETD. PRIN. CHIEF ENGINEER,5.0,,Y,0
1742.0,RETD. GROUP HEAD,5.0,,Y,0
1743.0,RETD. SCIENTIST AND DIRECTOR,5.0,,Y,0
1744.0,RETD. PROF. AND DEPUTY DIRECTOR ADMN.,5.0,,Y,0
1745.0,RETD. LT. GENERAL,5.0,,Y,0
1746.0,RETD. GENERAL MANAGER,5.0,,Y,0
1747.0,RETD. COMMODORE,5.0,,Y,0
1748.0,RETD. ADDL. GENERAL MANAGER,5.0,,Y,0
1749.0,RETD. SCIENTIST H,5.0,,Y,0
1750.0,RETD. SECRETARY GENERAL,1.0,,Y,0
1751.0,PRINCIPAL CHIEF PARLIAMENTARY INTERPRETOR,4.0,,Y,0
1752.0,RETD. JOINT SECRETARY,5.0,,Y,0
1753.0,DEPUTY DIRECTOR SENIOR GRADE,5.0,,Y,0
1754.0,SR. MICROBIOLOGIST,5.0,,Y,0
1755.0,JOINT SECRETARY OFFICIAL LANGUAGE,5.0,,Y,0
1756.0,JOINT SECRETARY ADMINISTRATION,5.0,,Y,0
1757.0,LABOUR AND EMPLOYMENT ADVISER,5.0,,Y,0
1758.0,HEAD OF DIVISION,4.0,,Y,0
1759.0,SCIENTIST GRADE II,4.0,,Y,0
1760.0,SR ADV. SURGERY AND GI SURGRY,4.0,,Y,0
1761.0,REDER CUM RESEARCH OFFICER,4.0,,Y,0
1762.0,ACADEMIC SECRETARY,4.0,,Y,0
1763.0,DY. CHIEF ACCT. OFFICER GENERAL,4.0,,Y,0
1764.0,ECONOMIC ANALYST,4.0,,Y,0
1765.0,SECRETARY AND CHIEF EXECUTIVE OFFICER,4.0,,Y,0
1766.0,DEPUTY CHIEF PERSONNEL OFFICER,4.0,,Y,0
1767.0,ADDITIONAL LEGISLATIVE COUNSEL,4.0,,Y,0
1768.0,RETIRED PROFESSOR HEAD AND DEAN,4.0,,Y,0
1769.0,CHIEF VIGILANCE COMMISSIONER,4.0,,Y,0
1770.0,PRINCIPAL RESIDENT COMMISSIONER,4.0,,Y,0
1771.0,DIRECTOR OF VIGILANCE,4.0,,Y,0
1772.0,RETD. EMERITUS SCIENTIST,4.0,,Y,0
1773.0,RETD. SENIOR DEPUTY DIRECTOR GENERAL,4.0,,Y,0
1774.0,AGRICULTURAL PRODUCTION COMMISSIONER,5.0,,Y,0
1775.0,SENIOR CHEST PHYSICIAN,4.0,,Y,0
1776.0,DY DIRECTOR AND SPECIALIST CHEST PHYSICIAN,4.0,,Y,0
1777.0,CHIEF OF NAVAL STAFF,4.0,,Y,0
1778.0,RETIRED CHIEF OF NAVAL STAFF,4.0,,Y,0
1779.0,FLAG OFFICER COMMANDING,4.0,,Y,0
1780.0,VICE CHIEF OF NAVAL STAFF,4.0,,Y,0
1781.0,R M O,5.0,,Y,0
1782.0,DIRECTOR AND DEAN,5.0,,Y,0
1783.0,SR. JOINT COMMISSIONER,5.0,,Y,0
1784.0,SENIOR DEPUTY DIRECTOR,5.0,,Y,0
1785.0,DIRECTOR OF RADIOLOGY,5.0,,Y,0
1786.0,SPECIALIST SUPERTIME GRADE I,5.0,,Y,0
1787.0,PROF. OF NEUROSURGERY AND SUPERINTENDENT,4.0,,Y,0
1788.0,SCIENTIST S II,5.0,,Y,0
1789.0,SENIOR PAEDIATRICIAN,5.0,,Y,0
1790.0,DIRECTOR ADHOC,5.0,,Y,0
1791.0,ADDL. CHIEF PHYSICIAN AND SUPERINTENDENT,4.0,,Y,0
1792.0,DIRECTOR AYURVEDA,5.0,,Y,0
1793.0,SENIOR LIBRARIAN,5.0,40.0,Y,0
1794.0,EX-PROFESSOR AND HEAD,5.0,,Y,0
1795.0,EX PROFESSOR AND HEAD,5.0,,Y,0
1796.0,FORMER DIRECTOR PROFESSOR,5.0,40.0,Y,0
1797.0,PROF. AND HEAD DEPTT. OF LAB. MEDICINE,4.0,,Y,0
1798.0,CHIEF SPECIALIST ,5.0,,Y,0
1799.0,SENIOR DIVISIONAL MEDICAL OFFICER,5.0,,Y,0
1800.0,DISTINGUISHED SCIENTIST,4.0,62.0,Y,0
1801.0,REGIONAL OFFICER,4.0,,Y,0
1802.0,RETD. LAW SECRETARY,4.0,,Y,0
1803.0,MEMBER SECRETARY LAW COMMISSION AND SECRETARY TO GOI,5.0,,Y,0
1804.0,RETD. JUDGE OF HIGH COURT,5.0,,Y,0
1805.0,PROF HEAD AND DEAN,5.0,,Y,0
1806.0,SENIOR RESEARCH ASSOCIATE,5.0,,Y,0
1807.0,ASSISTANT FINANCIAL ADVISER,4.0,,Y,0
1808.0,CHIEF EXECUTIVE,5.0,,Y,0
1809.0,MANAGER FINANCE,4.0,,Y,0
1810.0,FORMER MANAGING DIRECTOR,5.0,,Y,0
1811.0,ASSOCIATE DIRECTOR,5.0,,Y,0
1812.0,RETD. CONTROLLER GENERAL,4.0,,Y,0
1813.0,REGIONAL EVALUATION OFFICER,4.0,,Y,0
1814.0,FORMER DIRECTOR GENERAL OF POLICE,3.0,,Y,0
1815.0,FORMER DG AND IGP FIRE SERVICES AND COMM. GENERAL HOMEGUARDS,3.0,,Y,0
1816.0,FORMER CHAIRMAN AND M D A.P. TRAVEL AND TOURISM DEV. CORP.,3.0,,Y,0
1817.0,FORMER ADDL. D.G. C.I.D.,3.0,,Y,0
1818.0,FORMER DIRECTOR GENERAL INTELLIGENCE GUJARAT,3.0,,Y,0
1819.0,FORMER DG AND IGP,3.0,,Y,0
1820.0,FORMER DIRECTOR GENERAL  R.P.F.,3.0,,Y,0
1821.0,FORMER DIRECTOR GENERAL R.P.F.,3.0,,Y,0
1822.0,FORMER DG AND IGP KARNATAKA,3.0,,Y,0
1823.0,FORMER SPECIAL DIRECTOR I.B.,3.0,,Y,0
1824.0,FORMER DIRECTOR GENERAL A.C. MUMBAI,3.0,,Y,0
1825.0,FORMER COMM. GENERAL HOMEGUARDS AND DIRECTOR CIVIL DEFENCE,3.0,,Y,0
1826.0,FORMER DGP. INTELLIGENCE,3.0,,Y,0
1827.0,FORMER D G P AND CHAIRMAN PUNJAB,3.0,,Y,0
1828.0,FORMER SPECIAL SECRETARY,3.0,,Y,0
1829.0,FORMER DIRECTOR GENERAL PROSECUTION,3.0,,Y,0
1830.0,FORMER ADDITIONAL DIRECTOR GENERAL OF POLICE,3.0,,Y,0
1831.0,FORMER MEMBER,5.0,23.0,Y,0
1832.0,FORMER MEMBER SECRETARY,5.0,,Y,0
1833.0,FORMER PRINCIPAL SECRETARY,5.0,,Y,0
1834.0,FORMER MUNICIPAL COMMISSIONER,5.0,,Y,0
1835.0,FORMER METROPOLITAN COMMISSIONER,5.0,,Y,0
1836.0,FORMER COMMISSIONER AND SECRETARY,5.0,,Y,0
1837.0,FORMER ADDITIONAL CHIEF SECRETARY,5.0,,Y,0
1838.0,FORMER SECRETARY GENERAL,5.0,,Y,0
1839.0,ADJUNCT PROFESSOR,4.0,,Y,0
1840.0,BRANCH MANAGER AND PHYSICIAN,4.0,,Y,0
1841.0,DY ECONOMIC ADVISER,4.0,,Y,0
1842.0,TECHNICAL MEMBER,5.0,,Y,0
1843.0,DIRECTOR AND JOINT SECRETARY,5.0,,Y,0
1844.0,ADDL D C P,5.0,,Y,0
1845.0,GUEST LECTURER,5.0,,Y,0
1846.0,EX JOINT DIRECTOR,5.0,,Y,0
1847.0,EX SPECIAL DIRECTOR,5.0,,Y,0
1848.0,EX SPECIAL DIRECTOR INTELLIGENCE,5.0,,Y,0
1849.0,JOINT SECRETARY AND CHIEF VIGILANCE OFFICER,5.0,,Y,0
1850.0,RETD. VIGILANCE COMMISSIONER,5.0,,Y,0
1851.0,EXECUTIVE DIRECTOR OF MEDICAL SERVICES,5.0,,Y,0
1852.0,RETD. DIRECTOR MEDICAL SERVICES,5.0,,Y,0
1853.0,RETD. CHIEF MEDICAL OFFICER,5.0,,Y,0
1854.0,A. D. G ENGG.,5.0,,Y,0
1855.0,NATIONAL PROFESSOR,5.0,,Y,0
1856.0,DIRECTOR MEDICAL HEALTH SERVICES,5.0,,Y,0
1857.0,RETD. D. G AND I. G OF POLICE,5.0,,Y,0
1858.0,DIRECTOR GENERAL AND INSPECTOR GENERAL OF POLICE,5.0,,Y,0
1859.0,ASSISTANT LECTURER,5.0,,Y,0
1860.0,RETD. SPECIAL DIRECTOR,5.0,,Y,0
1861.0,ADDITIONAL DIRECTOR GENERAL OF POLICE NARCOTICS,5.0,,Y,0
1862.0,ADDITIONAL DIRECTOR GENERAL OF POLICE INTELLIGENCE,5.0,,Y,0
1863.0,ADDITIONAL DIRECTOR GENERAL OF POLICE TELECOMMUNICATION,5.0,,Y,0
1864.0,CHAIRMAN FACULTY OF ELECTRICAL ENGG. ,5.0,,Y,0
1865.0,RETD. UNION HOME SECRETARY,5.0,,Y,0
1866.0,A D G,5.0,,Y,0
1867.0,ADDITIONAL COORDINATOR,5.0,,Y,0
1868.0,FORMER CHIEF MINING GEOLOGIST,5.0,40.0,Y,0
1869.0,FORMER ADDITIONAL REGISTRAR GENERAL,5.0,23.0,Y,0
1870.0,CHIEF AGRICULTURE,5.0,,Y,0
1871.0,D.G.P GUJARAT,4.0,,Y,0
1872.0,HEAD R AND D PLANNING DIVISION,5.0,,Y,0
1873.0,PRINCIPAL AND CONTROLLING OFFICER,4.0,,Y,0
1874.0,AGRICULTURAL COMMISSIONER,4.0,,Y,0
1875.0,RETD. CHIEF ARCHITECT PLANNER,4.0,,Y,0
1876.0,RETD. SENIOR ARCHITECT,4.0,,Y,0
1877.0,DIVISIONAL COMMISSIONER,4.0,,Y,0
1878.0,SENIOR ADVISER,4.0,,Y,0
1879.0,ADDITIONAL SECRETARY AND DEVELOPMENT COMMISSIONER,4.0,,Y,0
1880.0,ADDL. DEV. COMM. AND ECONOMIC ADVISER,4.0,,Y,0
1881.0,EXPERT MEMBER,4.0,,Y,0
1882.0,PROF. AND PROGRAMME DIRECTOR,4.0,,Y,0
1883.0,ADVISER TECH.,5.0,,Y,0
1884.0,CONTROLLER OF QUALITY ASSURANCE,5.0,,Y,0
1885.0, RETD. EXECUTIVE DIRECTOR,5.0,,Y,0
1886.0,RETD. ADDITIONAL MEMBER,4.0,,Y,0
1887.0,CHIEF COORDINATOR TRAINING,4.0,,Y,0
1888.0,PRINCIPAL AND H.O.D.,4.0,,Y,0
1889.0,DY. COMMANDANT AND CONSULTANT GYNECOLOGIST,4.0,,Y,0
1890.0,PROF. AND PRINCIPAL,4.0,,Y,0
1891.0,SR. CONSULTANT AND HEAD OF DEPT. ,5.0,,Y,0
1892.0,DIRECTOR GENERAL OF POLICE INTELLIGENCE,5.0,,Y,0
1893.0,CHIEF LIBRARIAN AND HEAD,4.0,,Y,0
1894.0,DEPUTY DIRECTOR AND SCIENTIST F,4.0,,Y,0
1895.0,PRINCIPAL SUPERINTENDENT CUM CHIEF EXECUTIVE OFFICER,4.0,,Y,0
1896.0,GENERAL MANAGER MANUFACTURING FOSSIL BOILERS,5.0,,Y,0
1897.0,DENTAL SURGEON,5.0,,Y,0
1898.0,PROF. AND HOSPITAL SUPERINTENDENT,4.0,,Y,0
1899.0,PROFESSOR AND ACTING HEAD,5.0,,Y,0
1900.0,PROF. HEAD AND VICE PRINCIPAL,4.0,,Y,0
1901.0,VISITING ASSOC. PROF. ,4.0,,Y,0
1902.0,INVITED FELLOW,4.0,,Y,0
1903.0,SCIENTIFIC OFFICER H AND HEAD,4.0,,Y,0
1904.0,CHIEF ELECTORATE OFFICER,4.0,,Y,0
1905.0,SENIOR ADVOCATE,4.0,,Y,0
1906.0,SR. PRINCIPAL PRIVATE SECRETARY,5.0,,Y,0
1907.0,HONY SENIOR CONSULTANT,5.0,,Y,0
1908.0,HONY. UROLOGIST,5.0,,Y,0
1909.0,PROFESSOR AND COMMANDING OFFICER,5.0,,Y,0
1910.0,CLASSIFIED SPECIALIST AND DENTAL OFFICER,5.0,,Y,0
1911.0,COMMANDING OFFICER AND CLASSIFIED SPECIALIST,5.0,,Y,0
1912.0,PRINCIPAL ADDL. CONTROLLER GENERAL OF ACCOUNTS,5.0,,Y,0
1913.0,RETD. DIRECTOR AND DEAN,5.0,,Y,0
1914.0,NATIONAL COORDINATOR AND PRIN. SCIENTIST,5.0,,Y,0
1915.0,HEAD AND PRINCIPAL SCIENTIST,5.0,,Y,0
1916.0,PRIVATE SECRETARY,5.0,,Y,0
1917.0,P.P.S,5.0,,Y,0
1918.0,EMERITUS FELLOW AND RETD. PROFESSOR,4.0,,Y,0
1919.0,RETD. ADVISOR RESEARCH AND DEVELOPMENT,5.0,,Y,0
1920.0,RETD. OFFICER ON SPECIAL DUTY,4.0,,Y,0
1921.0,SENIOR AGRICULTURAL ENGINEER CUM HEAD,4.0,,Y,0
1922.0,AGRICULTURAL ENGINEER,4.0,,Y,0
1923.0,HON. SENIOR FELLOW,5.0,,Y,0
1924.0,GUEST  FACULTY,5.0,,Y,0
1925.0,FORMER PRESS ADVISER,5.0,,Y,0
1926.0,SUPERVISOR,5.0,,Y,0
1927.0,SITE DIRECTOR,5.0,,Y,0
1928.0,DEAN R AND D,5.0,,Y,0
1929.0,EX SECRETARY,5.0,,Y,0
1930.0,PLACEMENT OFFICER,5.0,,Y,0
1931.0,DIRECTOR ELECTRICAL,4.0,,Y,0
1932.0,DIRECTOR ROLLING STOCK,4.0,,Y,0
1933.0,DIRECTOR PROJECT,4.0,,Y,0
1934.0,DIRECTOR WORK,4.0,,Y,0
1935.0,DEAN OF EXAMINATIONS,5.0,,Y,0
1936.0,PROFESSOR H,4.0,,Y,0
1937.0,GENERAL MANAGER ELECTRONICS,4.0,,Y,0
1938.0,RETD. CONTROLLER OF EXAMINATION,4.0,,Y,0
1939.0,FORMER CONTROLLER OF EXAMINATION,4.0,,Y,0
1940.0,ADDITIONAL CONTROLLER OF EXAMINATIONS,4.0,,Y,0
1941.0,RETD. COLONEL,4.0,,Y,0
1942.0,RETD. MEMBER ELECTRICAL,4.0,,Y,0
1943.0,FORMER HEAD,5.0,,Y,0
1944.0,FORMER DIRECTOR GENERAL OF AUDIT,5.0,40.0,Y,0
1945.0,CHIEF GLIDING INSTRUCTOR,5.0,,Y,0
1946.0,FLYING INSTRUCTOR,5.0,5.0,Y,0
1947.0,GLIDING INSTRUCTOR,5.0,,Y,0
1948.0,WING COMMANDER,5.0,,Y,0
1949.0,RETD. MEMBER TECH.,5.0,,Y,0
1950.0,FORMER CHIEF COMMISSIONER CENTRAL EXCISE,5.0,40.0,Y,0
1951.0,RETD. CHIEF COMMISSIONER CUSTOMS PREVENTIVE,5.0,,Y,0
1952.0,RETD. CDR,5.0,,Y,0
1953.0,FORMER DIRECTOR GENERAL OF POLICE,5.0,40.0,Y,0
1954.0,RETD. DIRECTOR GENERAL AND INSPECTOR GENERAL PRISONS,5.0,,Y,0
1955.0,RETD. ADDL. DIRECTOR GENERAL OF POLICE,5.0,,Y,0
1956.0,FORMER SENIOR SPECIAL COMMISSIONER OF POLICE,5.0,23.0,Y,0
1957.0,RETD. DIRECTOR GENERAL PRISONS,5.0,,Y,0
1958.0,RETD.COMMISSIONER OF POLICE,5.0,,Y,0
1959.0,RETD. COMMISSIONER OF POLICE,5.0,,Y,0
1960.0,SR QUALITY ASSURANCE OFFICER,4.0,,Y,0
1961.0,RETD. COMMISSIONER OF CA SECURITY,5.0,,Y,0
1962.0,RETD. DIRECTOR GENERAL CUM CIVIL DEFENCE,5.0,,Y,0
1963.0,RETD. DIRECTOR GENERAL CUM COMMANDANT GENERAL,5.0,,Y,0
1964.0,RETD. INSPECTOR GENERAL OF POLICE,5.0,,Y,0
1965.0,CHIEF PRODUCTION MANAGER,4.0,,Y,0
1966.0,RETD. DIRECTOR OF SECURITY AND CVO,5.0,,Y,0
1967.0,RETD. COMMANDANT GENERAL HOME GUARDS,5.0,,Y,0
1968.0,RETD. TRANSPORT COMMISSIONER,5.0,,Y,0
1969.0,DIRECTOR GENERAL FIRE AND HOME GUARD,5.0,,Y,0
1970.0,RETD. DIRECTOR GENERAL OF POLICE COD TRG.,5.0,,Y,0
1971.0,RETD. DIRECTOR GENERAL HOME GUARD AND CIVIL DEFENCE,5.0,,Y,0
1972.0,RETD. SPECIAL DGP,5.0,,Y,0
1973.0,RETD. DGP JAIL,5.0,,Y,0
1974.0,RETD. DG ANTI CORRUPTION BUREAU,5.0,,Y,0
1975.0,RETD. DG CRIMINAL INVESTIGATION DEPT.,5.0,,Y,0
1976.0,RETD. COMMANDANT GENERAL ,5.0,,Y,0
1977.0,RETD. SPECIAL PRIN. SECRETARY,5.0,,Y,0
1978.0,RETD. DGP LOKPAL,5.0,,Y,0
1979.0,ADDL. DG / IG,5.0,23.0,Y,0
1980.0,RETD. DIRECTOR CIVIL DEFENCE CUM COMDT. GENL. HOMEGUARDS,5.0,,Y,0
1981.0,RETD. DIRECTOR GENERAL SPECIAL ENQ.,5.0,,Y,0
1982.0,RETD. DIRECTOR GENERAL TRAINING,5.0,,Y,0
1983.0,RETD. DGP MIZORAM,5.0,,Y,0
1984.0,ADG RAILWAYS,5.0,,Y,0
1985.0,SENIOR REGIONAL CONTROLLER,5.0,,Y,0
1986.0,SENIOR REGIONAL CONTROLLER OF SAFETY,5.0,,Y,0
1987.0,SAP CAS COORDINATOR,5.0,,Y,0
1988.0,CHAIRMAN AND HEAD OF DEPT. ,5.0,,Y,0
1989.0,FORMER DIRECTOR GENERAL AND I.G POLICE,4.0,,Y,0
1990.0,RETD. DIRECTOR GENERAL FIRE AND HOME GUARD,4.0,,Y,0
1991.0,CHIEF SUPERINTENDENT,4.0,,Y,0
1992.0,DEAN AND DIRECTOR,5.0,,Y,0
1993.0,DEPUTY CHIEF MEDICAL OFFICER,4.0,,Y,0
1994.0,FINANCE SECRETARY,22.0,,Y,0
1995.0,FORMER DEFENCE SECRETARY,22.0,40.0,Y,0
1996.0,DEPUTY SECURITY ADVISER,22.0,,Y,0
1997.0,RETD. HIGH COMMISSIONER OF INDIA TO JAMAICA,22.0,,Y,0
1998.0,RETD. HIGH COMMISSIONER OF INDIA TO KENYA,22.0,,Y,0
1999.0,RETD. AMBASSADOR OF INDIA TO GREECE,22.0,,Y,0
2000.0,RETD. AMBASSADOR OF INDIA TO IRELAND,22.0,,Y,0
2001.0,RETD. AMBASSADOR OF INDIA TO FRANCE,22.0,,Y,0
2002.0,RETD. AMBASSADOR OF INDIA TO JAPAN,22.0,,Y,0
2003.0,RETD. AMBASSADOR OF INDIA TO JORDAN,22.0,,Y,0
2004.0,RETD. AMBASSADOR OF INDIA TO PORTUGAL,22.0,,Y,0
2005.0,RETD. AMBASSADOR OF INDIA TO EGYPT,22.0,,Y,0
2006.0,RETD. HIGH COMMISSIONER OF INDIA TO U.K.,22.0,,Y,0
2007.0,RETD. AMBASSADOR OF INDIA TO AUSTRIA,22.0,,Y,0
2008.0,AMBASSADOR OF INDIA TO SWEDEN,22.0,40.0,Y,0
2009.0,RETD. AMBASSADOR OF INDIA TO SPAIN,22.0,,Y,0
2010.0,RETD. HIGH COMMISSIONER OF INDIA TO AUSTRALIA,22.0,,Y,0
2011.0,AMBASSADOR OF INDIA TO JAPAN,22.0,,Y,0
2012.0,HIGH COMMISSIONER OF INDIA TO CANADA,22.0,,Y,0
2013.0,PRINCIPAL CONTROLLER OF H R,22.0,,Y,0
2014.0,PRINCIPAL CONTROLLER OF ACCOUNTS ORDINANCE FACTORIES,22.0,,Y,0
2015.0,PRINCIPAL CONTROLLER OF FINANCE AND ACCOUNTS OF ORDNANCE FACTORIES,22.0,,Y,0
2016.0,SECRETARY DEFENCE FINANCE,22.0,,Y,0
2017.0,DRDO CHIEF,4.0,,Y,0
2018.0,HONORARY VISITING PROFESSOR,4.0,,Y,0
2019.0,FORMER CHIEF VIGILANCE COMMISSIONER ,5.0,1.0,Y,0
2020.0,EX RECRUITMENT DIRECTOR,4.0,,Y,0
2021.0,HONARARY SCIENTIST,22.0,,Y,0
2022.0,FINANCE OFFICER,22.0,,Y,0
2023.0,RETD. AMBASSADOR OF INDIA TO CHINA,22.0,,Y,0
2024.0,ADDITIONAL MEMBER FINANCE,5.0,,Y,0
2025.0,MEMBER TECHNICAL,5.0,,Y,0
2026.0,RETD. ADDITIONAL MEMBER BUDGET,5.0,,Y,0
2027.0,MEMBER TRAFFIC,5.0,,Y,0
2028.0,FORMER CHIEF ELECTION COMMISSIONER,22.0,,Y,0
2029.0,FORMER FINANCE SECRETARY,22.0,,Y,0
2030.0,FORMER CHIEF COMMR. LAND ADMN. SPL. CHIEF SECRETARY,22.0,,Y,0
2031.0,FORMER SPECIAL CHIEF SECRETARY,22.0,,Y,0
2032.0,FORMER CABINET SECRETARY,22.0,,Y,0
2033.0,FORMER DEVELOPMENT COMMISSIONER,22.0,,Y,0
2034.0,FORMER UNION HOME SECRETARY,22.0,,Y,0
2035.0,FORMER PRESIDENT,22.0,,Y,0
2036.0,FORMER PRINCIPAL ADVISOR,22.0,,Y,0
2037.0,FORMER PRINCIPAL,5.0,,Y,0
2038.0,FORMER FINANCIAL COMMISSIONER,22.0,,Y,0
2039.0,MEMBER GOVERNING BOARD,5.0,,Y,0
2040.0,FORMER PRESS INFORMATION OFFICER,5.0,,Y,0
2041.0,CIVPOL OFFICER,5.0,23.0,Y,0
2042.0,RETD. DG AND IGP HIMACHAL PRADESH,5.0,,Y,0
2043.0,RETD. DGP COD EQ SU AND TRAINING,5.0,,Y,0
2044.0,JOINT SECRETARY (MARKETING) -CUM- AGRICULTURAL MARKETING ADVISER,5.0,23.0,Y,0
2045.0,PRINCIPAL CHIEF MECHANICAL ENGINEER,5.0,23.0,Y,0
2046.0,RETD. DGP AND COMM GENERAL HOME GUARDS,5.0,,Y,0
2047.0,RETD. DG AC MUMBAI,5.0,,Y,0
2048.0,RETD. AMBASSADOR OF INDOA TO MALAYSIA,22.0,,Y,0
2049.0,RETD. AMBASSADOR OF INDIA TO MALAYSIA,22.0,,Y,0
2050.0,RETD. AMBASSADOR OF INDIA TO MEXICO,22.0,,Y,0
2051.0,HIGH COMMISSIONER OF INDIA TO MAURITIUS,22.0,,Y,0
2052.0,FORMER DIRECTOR INVESTIGATION,22.0,,Y,0
2053.0,DEPUTY CHIEF OF INTEGRATED DEFENCE STAFF,5.0,23.0,Y,0
2054.0,FORMER CHIEF ADVISOR COST,22.0,,Y,0
2055.0,OSD WITH RESIDENT COMMISSIONER,5.0,,Y,0
2056.0,TECH. SERVICES SUPDT.,4.0,,Y,0
2057.0,ADVISER AND HEAD,4.0,,Y,0
2058.0,TRAINING SUPDT.,4.0,,Y,0
2059.0,OPERATION SUPDT.,4.0,,Y,0
2060.0,SR. MAINTENANCE ENGINEER,4.0,,Y,0
2061.0,MAINTENANCE SUPERINTENDENT,4.0,,Y,0
2062.0,RETD. WING COMMANDER,4.0,,Y,0
2063.0,A D OPERATION,4.0,,Y,0
2064.0,CHIEF TEST JUMPER,4.0,,Y,0
2065.0,BALLOON PILOT,4.0,,Y,0
2066.0,DIVISIONAL SUP. ENGG.,4.0,,Y,0
2067.0,CHIEF PROJECT MANAGER,4.0,,Y,0
2068.0,SCIENTIST AND JOINT DIRECTOR,4.0,,Y,0
2069.0,SCIENTIST F AND JOINT DIRECTOR,4.0,,Y,0
2070.0,FORMER DEAN ACADEMIC RESEARCH,4.0,,Y,0
2071.0,EMERITUS FELLOW,5.0,,Y,0
2072.0,VISITING FULL PROFESSOR,5.0,,Y,0
2073.0,SCIENCE COUNSELLOR AND SCIENTIFIC ATTACHE,5.0,,Y,0
2074.0,DEAN R AND C DIVISION,5.0,,Y,0
2075.0,ENWS EDITOR,4.0,,Y,0
2076.0,NEWS EDITOR,4.0,,Y,0
2077.0,INFORMATION OFFICER,4.0,,Y,0
2078.0,TRANSLATOR CUM ANNOUNCER,4.0,,Y,0
2079.0,DY. SUPERINTENDING ENGG.,4.0,,Y,0
2080.0,ASSISTANT SUPERINTENDENT,4.0,,Y,0
2081.0,S.D.G.M,4.0,,Y,0
2082.0,CHIEF INSPECTOR OF FACTORIES,5.0,,Y,0
2083.0,JOINT CHIEF INSPECTOR OF FACTORIES,5.0,,Y,0
2084.0,DY. CHIEF COMML. MANAGER,4.0,,Y,0
2085.0,CHIEF COMMERCIAL MANAGER,4.0,23.0,Y,0
2086.0,DIRECTOR IN CHARGE,4.0,,Y,0
2087.0,CHIEF AREA MANAGER,4.0,,Y,0
2088.0,DEAN ADMINISTRATION,5.0,,Y,0
2089.0,OUTSTANDING SCIENTIST AND DY. DIRECTOR,4.0,,Y,0
2090.0,CURATOR E I,4.0,,Y,0
2091.0,CURATOR E II,4.0,,Y,0
2092.0,TEACHING FACULTY,4.0,,Y,0
2093.0,GENERAL MANAGER MINES,5.0,,Y,0
2094.0,FORMER GENERAL MANAGER MINES,5.0,,Y,0
2095.0,I I C,4.0,,Y,0
2096.0,F I C,4.0,,Y,0
2097.0,FORMER CMD,4.0,,Y,0
2098.0,JOINT MANAGING DIRECTOR,4.0,,Y,0
2099.0,ADDITIONAL METROPOLITAN COMMISSIONER,4.0,,Y,0
2100.0,JOINT PROJECT DIRECTOR,4.0,,Y,0
2101.0,CHIEF ADMINISTRATIVE OFFICER,4.0,,Y,0
2102.0,DEPUTY WORKS MANAGER,4.0,,Y,0
2103.0,CHIEF HYDROGRAPHER INCHARGE,5.0,,Y,0
2104.0,FORMER CHIEF HYDROGRAPHER,5.0,,Y,0
2105.0,MARINE SURVEYER,5.0,,Y,0
2106.0,SENIOR HYDROGRAPHIC SURVEYER,5.0,,Y,0
2107.0,SCIENTIST G AND HEAD,5.0,,Y,0
2108.0,CHIEF PASSENGER TRAFFIC MANAGER,4.0,,Y,0
2109.0,HYDROGRAPHIC CHIEF,5.0,,Y,0
2110.0,HYDROGRAPHER,5.0,,Y,0
2111.0,SR. DOM,4.0,,Y,0
2112.0,CHIEF PORTS OFFICER,5.0,,Y,0
2113.0,FORMER JOINT CHIEF INSPECTOR OF FACTORIES,4.0,,Y,0
2114.0,DEPUTY CHIEF INSPECTOR OF FACTORIES,4.0,,Y,0
2115.0,FORMER VICE CHANCELLOR,4.0,,Y,0
2116.0,CHIEF TRANSPORTATION PLANNING MANAGER,22.0,,Y,0
2117.0,PROF. AND DIRECTOR PRINCIPAL,5.0,,Y,0
2118.0,DIRECTOR AND SCIENTIST G,22.0,,Y,0
2119.0,CHIEF EXHIBITION OFFICER,22.0,,Y,0
2120.0,PROGRAMME COORDINATOR AND SCIENTIST F,5.0,,Y,0
2121.0,RETD. SCIENTIST E,5.0,,Y,0
2122.0,DIRECTOR MINES,5.0,,Y,0
2123.0,DEPUTY DIRECTOR TECH.,5.0,,Y,0
