DESIGNATION_ID,DESIGNATION_DESC,CR_BY,MOD_BY,ACTIVE,OFLINE
2521.0,FORMER OUTSTANDING SCIENTIST,4.0,23.0,Y,0
2522.0,FORMER ASSOCIATE DIRECTOR,5.0,,Y,0
2523.0,FORMER DIRECTOR EXTENSION,5.0,,Y,0
2524.0,ADDITIONAL CHIEF SECRETARY AND DEVELOPMENT COMMISSIONER,5.0,,Y,0
2525.0,REVENUE SECRETARY,5.0,,Y,0
2526.0,TECHNICAL EXAMINER,5.0,,Y,0
2527.0,DY. COMMANDER,5.0,,Y,0
2528.0,SENIOR JOINT CONTROLLER OF PATENTS AND DESIGNS,5.0,,Y,0
2529.0,DIRECTOR MEDICAL,5.0,,Y,0
2530.0,DIRECTOR OF HEALTH SERVICES,5.0,,Y,0
2531.0,COMMISSIONER OF HEALTH SERVICES,5.0,,Y,0
2532.0,DIRECTOR GENERAL OF HEALTH SERVICES,5.0,,Y,0
2533.0,DIRECTOR OF HEALTH AND FAMILY WELFARE,5.0,,Y,0
2534.0,STATE CHIEF INFORMATION COMMISSIONER,5.0,,Y,0
2535.0,FORMER SENIOR TECHNICAL STAFF OFFICER,5.0,,Y,0
2536.0,SENIOR TECHNICAL STAFF OFFICER,5.0,,Y,0
2537.0,DIRECTOR OF MEDICAL AND HEALTH SERVICES,5.0,,Y,0
2538.0,D.G.P,5.0,,Y,0
2539.0,VICE CHANCELLOR AND PROFESSOR,5.0,,Y,0
2540.0,TRANSPORT COMMISSIONER,5.0,,Y,0
2541.0,GROUP COMMANDER,5.0,,Y,0
2542.0,ASSISTANT INSPECTOR GENERAL,5.0,,Y,0
2543.0,MANAGEMENT REPRESENTATIVE,5.0,,Y,0
2544.0,VISITING SCHOLAR,5.0,,Y,0
2545.0,PROFESSOR (GENETICS),5.0,,Y,0
2546.0,C W L WARDEN,5.0,,Y,0
2547.0,CEO AND PROJECT DIRECTOR,5.0,,Y,0
2548.0,SCIENTIST GRADE IV FIVE,5.0,,Y,0
2549.0,FORMER SUPERINTENDING ENGINEER,5.0,,Y,0
2550.0,STATE INFORMATION COMMISSIONER,5.0,,Y,0
2551.0,CHIEF INFORMATION COMMISSIONER,5.0,,Y,0
2552.0,SCIENTIST F AND HEAD,23.0,,Y,0
2553.0,D P AND T,23.0,,Y,0
2554.0,ECONOMIC OFFICER,5.0,,Y,0
2555.0,ASSISTANT DEVELOPMENT OFFICER,5.0,,Y,0
2556.0,DIRECTOR PRODUCTION,5.0,,Y,0
2557.0,DIRECTOR POWER,5.0,,Y,0
2558.0,SENIOR INTERNAL AUDITOR,23.0,,Y,0
2559.0,EXECUTIVE DIRECTOR TRAINING,5.0,,Y,0
2560.0,EXECUTIVE DIRECTOR TESTING,5.0,,Y,0
2561.0,SENIOR EXECUTIVE DIRECTOR WAGON,5.0,,Y,0
2562.0,SENIOR EXECUTIVE DIRECTOR DEFENCE RESEARCH,5.0,,Y,0
2563.0,FORMER PROFESSOR AND CHAIRPERSON,5.0,,Y,0
2564.0,REGISTRAR AND PROFESSOR OF LAW,5.0,,Y,0
2565.0,H A G,23.0,,Y,0
2566.0,FORMER CHIEF ADMINISTRATOR,5.0,,Y,0
2567.0,FORMER DIRECTOR GENERAL VIGILANCE,5.0,,Y,0
2568.0,FORMER DIRECTOR GENERAL OF POLICE BORDER,5.0,,Y,0
2569.0,ADDL DY. DIRECTOR,5.0,5.0,Y,0
2570.0,SENIOR COTTON BREEDER,5.0,,Y,0
2571.0,ADG TRAINING,5.0,,Y,0
2572.0,DEPUTY INSPECTOR GENERAL OF POLICE,5.0,,Y,0
2573.0,DGP TRAINING,5.0,,Y,0
2574.0,DIRECTOR GENERAL OF POLICE PRISONS,5.0,,Y,0
2575.0,ADVISOR SECURITY,5.0,,Y,0
2576.0,DIRECTOR GENERAL HOME GUARDS AND CIVIL DEFENCE,5.0,,Y,0
2577.0,DIRECTOR FIRE AND RESCUE SERVICES,5.0,,Y,0
2578.0,DGP RULES AND MANNUALS AND DIR PROSECUTION,5.0,,Y,0
2579.0,DIRECTOR GENERAL OF POLICE ADMINISTRATION,5.0,,Y,0
2580.0,ADDL. DIRECTOR GENERAL OF POLICE RECT. AND TRG.,5.0,,Y,0
2581.0,DIRECTOR VIGILANCE AND ANTI CORRUPTION,5.0,,Y,0
2582.0,ADDITIONAL DIRECTOR GENERAL OF POLICE TRAINING,5.0,,Y,0
2583.0,DIRECTOR GENERAL OF POLICE TRAINING,5.0,,Y,0
2584.0,FORMER ADG TRAINING,5.0,,Y,0
2585.0,GEN.,5.0,,Y,0
2586.0,SUPERINTENDING ARCHAEOLOGIST,5.0,,Y,0
2587.0,DEPUTY SUPERINTENDING ARCHAEOLOGIST,5.0,,Y,0
2588.0,CHIEF ELECTRIC GENERAL ENGINEER,5.0,,Y,0
2589.0,CENTRAL PROJECT ADVISOR,5.0,,Y,0
2590.0,ADVISER (PROJECTS),5.0,,Y,0
2591.0,D I G CUM PRINCIPAL,5.0,,Y,0
2592.0,ASSTT. PROF. AND CONSULTANT,5.0,,Y,0
2593.0,DIRECTOR REFINERIES,5.0,,Y,0
2594.0,GENERAL MANAGER PETROCHEMICALS,5.0,,Y,0
2595.0,CHAIRMAN AND DIRECTOR,5.0,,Y,0
2596.0,CHIEF SIGNALS OFFICER,5.0,,Y,0
2597.0,DEPUTY CONTROLLER GENERAL OF DEFENCE ACCOUNTS,5.0,,Y,0
2598.0,DEAN AND DY. COMMANDANT,5.0,,Y,0
2599.0,CONSULTANT IN CARDIOTHORACIC SURGERY,5.0,,Y,0
2600.0,FORMER VICE ADMIRAL,5.0,,Y,0
2601.0,MEMBER TECHNOLOGY,5.0,,Y,0
2602.0,PRINCIPAL GENERAL MANAGER,5.0,,Y,0
2603.0,DEPUTY DIRECTOR GENERAL GEOLOGY,5.0,,Y,0
2604.0,C.O.S.C.A,5.0,,Y,0
2605.0,FORMER SPECIAL CONSULTANT,5.0,,Y,0
2606.0,REGIONAL COMMANDER,5.0,,Y,0
2607.0,FORMER CHIEF ELECTORAL OFFICER,5.0,,Y,0
2608.0,COMMANDANT GENERAL,5.0,,Y,0
2609.0,FORMER CHAIRPERSON AND MD,5.0,,Y,0
2610.0,CORPS COMMANDER,5.0,,Y,0
2611.0,SECURITY ADVISOR,5.0,,Y,0
2612.0,DISTRICT COLLECTOR,5.0,,Y,0
2613.0,PROJECT SCIENTIST,5.0,,Y,0
2614.0,SR. S.M.S,5.0,,Y,0
2615.0,SCIENTIST SI,5.0,,Y,0
2616.0,HEAD AND CHAIRPERSON,5.0,,Y,0
2617.0,LT.COL,5.0,,Y,0
2618.0,GENERAL OFFICER COMMANDING,5.0,,Y,0
2619.0,FORMER DEPUTY INSPECTOR GENERAL,5.0,,Y,0
2620.0,CONTROLLER OF FINANCE,5.0,,Y,0
2621.0,DEPUTY CHIEF LABOUR COMMISSIONER,5.0,,Y,0
2622.0,FORMER J S AND F A,5.0,,Y,0
2623.0,JOINT CHIEF LABOUR COMMISSIONER,5.0,,Y,0
2624.0,ASSISTANT SURGEON,5.0,,Y,0
2625.0,CHIEF COORDINATOR,5.0,,Y,0
2626.0,FORMER SPECIAL DIRECTOR GENERAL,5.0,,Y,0
2627.0,DEPARTMENTAL ENQUIRY COMMISSIONER,5.0,,Y,0
2628.0,SPECIAL RESIDENT COMMISSIONER,5.0,,Y,0
2629.0,DIRECTOR GENERAL CIVIL DEFENCE AND HOME GUARDS,5.0,,Y,0
2630.0,DIRECTOR GENERAL CUM DIRECTOR,5.0,,Y,0
2631.0,SPECIAL DIRECTOR,5.0,,Y,0
2632.0,CHIEF SURGEON,5.0,,Y,0
2633.0,PROFESSOR CUM PRINCIPAL SCIENTIST,5.0,,Y,0
2634.0,ADDITIONAL CHIEF EXECUTIVE OFFICER,5.0,,Y,0
2635.0,FORMER ADDITIONAL DIRECTOR GENERAL FORESTRY,5.0,,Y,0
2636.0,FORMER SPECIAL PRINCIPAL CHIEF CONSERVATOR OF FORESTS,5.0,,Y,0
2637.0,FORMER INSPECTOR GENERAL OF FORESTS,5.0,,Y,0
2638.0,FINANCIAL CONTROLLER,5.0,,Y,0
2639.0,FORMER PRINCIPAL CHIEF POSTMASTER GENERAL,5.0,,Y,0
2640.0,FORMER CHIEF TOWN AND COUNTRY PLANNING DIVISION,5.0,,Y,0
2641.0,CHIEF TOWN AND COUNTRY PLANNING DIVISION,5.0,,Y,0
2642.0,EXECUTIVE OFFICER,5.0,,Y,0
2643.0,DIRECTOR OF PROSECUTION,5.0,,Y,0
2644.0,ADDL. DIRECTOR CUM JOINT SECRETARY,5.0,,Y,0
2645.0,FORMER DIRECTOR OF PROSECUTION,5.0,,Y,0
2646.0,DIRECTOR GENERAL INS,5.0,,Y,0
2647.0,DIRECTORATE OF AEROSPACE SAFETY,5.0,,Y,0
2648.0,ADDITIONAL MUNICIPAL COMMISSIONER,5.0,,Y,0
2649.0,FORMER REGIONAL DIRECTOR,5.0,,Y,0
2650.0,PROFESSOR AND REGISTRAR,5.0,,Y,0
2651.0,SENIOR INSTRUCTOR,5.0,,Y,0
2652.0,DEPUTY MILITARY SECRETARY,5.0,,Y,0
2653.0,MILITARY ASSISTANT TO VICE CHIEF OF ARMY,5.0,,Y,0
2654.0,FORMER JOINT DIRECTOR GENERAL HOME GUARDS AND CIVIL DEFENCE,5.0,,Y,0
2655.0,PRINCIPAL RESEARCH SCIENTIST,5.0,,Y,0
2656.0,SENIOR RESEARCH SCIENTIST,5.0,,Y,0
2657.0,DDG QUALITY ASSURANCE,5.0,,Y,0
2658.0,DIRECTOR QUALITY ASSURANCE,5.0,,Y,0
2659.0,ZONAL COORDINATOR,5.0,,Y,0
2660.0,OFFICIATING PRINCIPAL,5.0,,Y,0
2661.0,SENIOR FORESTRY SPECIALIST,5.0,,Y,0
2662.0,DISTRICT ATTORNEY CUM PUBLIC PROCECUTOR,5.0,,Y,0
2663.0,CENTRAL VIGILANCE COMMISSIONER,5.0,,Y,0
2664.0,ASSISTANT LEGAL ADVISER,5.0,,Y,0
2665.0,GUEST RESEARCHER,5.0,,Y,0
2666.0,CHIEF WORKS MANAGER,5.0,,Y,0
2667.0,SPECIAL OFFICER,5.0,,Y,0
2668.0,HEAD AND ASSOCIATE PROFESSOR,5.0,,Y,0
2669.0,VISITING FACULTY,5.0,,Y,0
2670.0,FORMER CONTROLLER GENERAL OF PATENTS DESIGNS AND TRADE MARKS,5.0,,Y,0
2671.0,SENIOR REGISTRAR,5.0,,Y,0
2672.0,FORMER JUDGE,5.0,,Y,0
2673.0,FORMER ADDITIONAL JUDGE,5.0,,Y,0
2674.0,DY. CHIEF DESIGN ENGINEER,5.0,,Y,0
2675.0,POWER DISTRIBUTION EXPERT,5.0,,Y,0
2676.0,CHIEF RESIDENT ENGINEER,5.0,,Y,0
2677.0,FORMER CHIEF ENGINEER,5.0,,Y,0
2678.0,DISTRICT JUDGE AND ADDITIONAL SESSIONS JUDGE,5.0,,Y,0
2679.0,PRINCIPAL DISTRICT  AND SESSION JUDGE,5.0,,Y,0
2680.0,ADDITIONAL SECRETARY AND DIRECTOR OF PROSECUTION,5.0,,Y,0
2681.0,DISTRICT ATTORNEY,5.0,,Y,0
2682.0,FORMER DEAN AND DIRECTOR,5.0,,Y,0
2683.0,NATIONAL TECHNICAL OFFICER,5.0,,Y,0
2684.0,FORMER CHIEF MECHANICAL ENGINEER,5.0,,Y,0
2685.0,SENIOR SPECIALIST AND CONSULTANT,5.0,,Y,0
2686.0,TEACHER RESEARCH FELLOW,5.0,,Y,0
2687.0,FORMER MEMBER ADMINISTRATIVE CENTRAL ADMINISTRATIVE TRIBUNAL ,5.0,,Y,0
2688.0,ADDITIONAL DIRECTOR GENERAL HEALTH SERVICES,5.0,,Y,0
2689.0,CHIEF DESIGNER,5.0,,Y,0
2690.0,ADDITIONAL CONTROLLER GENERAL OF DEFENCE ACCOUNTS,5.0,,Y,0
2691.0,OPERATION OFFICER,5.0,,Y,0
2692.0,PROFESSOR CONSULTANT AND HEAD OF DEPTT.,5.0,,Y,0
2693.0,FORMER JOINT DIRECTOR,5.0,,Y,0
2694.0,ANTHROPOLOGIST,5.0,,Y,0
2695.0,FORMER PROFESSOR AND HOD,5.0,,Y,0
2696.0,FORMER ADDITIONAL MEMBER BUDGET,5.0,,Y,0
2697.0,SENIOR PLANNER,5.0,,Y,0
2698.0,FORMER ADDITIONAL SECRETARY AND FINANCIAL ADVISOR,10.0,23.0,Y,0
2699.0,GENERAL DUTY OFFICER,5.0,,Y,0
2700.0,COURSE COORDINATOR,5.0,,Y,0
2701.0,TRAINING AND SUPPORT SPECIALIST,5.0,,Y,0
2702.0,OFFICIAL LANGUAGE OFFICER,5.0,,Y,0
2703.0,TEACHER,5.0,,Y,0
2704.0,ADDITIONAL PUBLIC INFORMATION OFFICER,5.0,,Y,0
2705.0,ACADEMIC COORDINATOR,5.0,,Y,0
2706.0,JOINT SECRETARY SIU,5.0,,Y,0
2707.0,DIRECTOR SIU,5.0,,Y,0
2708.0,FORMER DIRECTOR SIU,5.0,,Y,0
2709.0,AIR MARSHAL (RETD.),5.0,23.0,Y,0
2710.0,AIR COMMODORE,5.0,,Y,0
2711.0,SR. P.P.S.,5.0,,Y,0
2712.0,D G. C A G OF INDIA,5.0,,Y,0
2713.0,DEPUTY CONTROLLER OF PATENT AND DESIGN,5.0,,Y,0
2714.0,FORMER AIR CHIEF MARSHAL,5.0,,Y,0
2715.0,SENIOR PUBLIC PROSECUTOR,5.0,,Y,0
2716.0,DEPUTY CONTROLLER OF EXAMINATIONS,5.0,,Y,0
2717.0,PROFESSOR AND CONVENER,5.0,,Y,0
2718.0,CONTROLLER OF WAREHOUSING,5.0,,Y,0
2719.0,FORMER CONTROLLER OF WAREHOUSING,5.0,,Y,0
2720.0,SECRETARY GENERAL AND EDITOR IN CHIEF,5.0,,Y,0
2721.0,EXECUTIVE PRESIDENT,5.0,,Y,0
2722.0,DIRECTOR GENERAL INSPECTION AND SAFETY,5.0,,Y,0
2723.0,FORMER DEPUTY CHAIRMAN,5.0,,Y,0
2724.0,DEVELOPMENT ADVISER ,5.0,,Y,0
2725.0,FORMER DEVELOPMENT ADVISER,5.0,,Y,0
2726.0,CHIEF OF AIRCRAFT,5.0,,Y,0
2727.0,MEMBER ACTUARY,5.0,,Y,0
2728.0,CHIEF ACTUARY,5.0,,Y,0
2729.0,CONSULTANT AND VISITING FACULTY,5.0,,Y,0
2730.0,ACTUARY,5.0,,Y,0
2731.0,APPOINTED ACTUARY,5.0,,Y,0
2732.0,TECHNICAL TRAINING OFFICER,5.0,,Y,0
2733.0,CHIEF WORKSHOP SUPERVISOR,5.0,,Y,0
2734.0,CHIEF MAINTENANCE ENGINEER,5.0,,Y,0
2735.0,FORMER ADDITIONAL MEMBER,5.0,,Y,0
2736.0,STRATEGIC ANALYST,5.0,,Y,0
2737.0,FORMER J.S AND L.C,5.0,,Y,0
2738.0,FORMER J.S AND L.C HINDI,5.0,,Y,0
2739.0,ADDITIONAL DISTRICT SESSION JUDGE,5.0,,Y,0
2740.0,REGISTRAR GENERAL,5.0,,Y,0
2741.0,ASSISTANT SUPERINTENDING ARCHAEOLOGIST,5.0,,Y,0
2742.0,CONSULTANT AND PROFESSOR,5.0,,Y,0
2743.0,SR. PRINCIPAL SCIENTIST,5.0,,Y,0
2744.0,FORMER SURVEYOR GENERAL OF INDIA,5.0,,Y,0
2745.0,FORMER GENERAL OFFICER COMMANDING IN CHIEF,5.0,,Y,0
2746.0,FORMER SENIOR PHOTOGRAPHY OFFICER,5.0,,Y,0
2747.0,FINANCE COMMISSIONER,5.0,,Y,0
2748.0,FORMER DIRECTOR INTERPRETATION,5.0,,Y,0
2749.0,DIRECTOR INTERPRETATION,5.0,,Y,0
2750.0,LECTURER SELECTION GRADE,5.0,,Y,0
2751.0,CENTRE DIRECTOR,5.0,,Y,0
2752.0,DEPUTY CHAIRMAN,5.0,,Y,0
2753.0,EX OFFICIO DIRECTOR,5.0,,Y,0
2754.0,ACTING CHAIRMAN,5.0,,Y,0
2755.0,CHAIRPERSON AND PROFESSOR,5.0,,Y,0
2756.0,FORMER DEPUTY LIBRARIAN,5.0,,Y,0
2757.0,CIVIL AFFAIRS OFFICER,5.0,,Y,0
2758.0,JOINT DIRECTOR GENERAL,5.0,,Y,0
2759.0,MAJ GEN (RETD.),5.0,5.0,Y,0
2760.0,BRIGADE COMMANDER,5.0,,Y,0
2761.0,STUDENT,5.0,,Y,0
2762.0,DIVISION COMMANDER,5.0,,Y,0
2763.0,CHIEF SECURITY COMMISSIONER,5.0,,Y,0
2764.0,FORCE COMMANDER,5.0,,Y,0
2765.0,DIRECTOR GENERAL PERFORMANCE AUDIT,5.0,,Y,0
2766.0,TECHNICAL TEACHER,5.0,,Y,0
2767.0,STATION COMMANDER,5.0,,Y,0
2768.0,SENIOR PHYSICIAN AND ASSOCIATE PROFESSOR,5.0,,Y,0
2769.0,PROFESSOR AND CONSULTANT,5.0,,Y,0
2770.0,SPECIAL INSPECTOR GENERAL OF POLICE,5.0,,Y,0
2771.0,INFORMATION SERVICES OFFICER,5.0,,Y,0
2772.0,SENIOR MARINE ENGINEER,5.0,,Y,0
2773.0,A D G P,5.0,,Y,0
2774.0,CINEMATOGRAPHER,5.0,,Y,0
2775.0,OPS IA,5.0,,Y,0
2776.0,DEAN ALLUMINI AND RESOURCE GENERATION,5.0,,Y,0
2777.0,DEAN U.G,5.0,,Y,0
2778.0,PROFESSOR AND SECTION HEAD,5.0,,Y,0
2779.0,GENERAL MANAGER MARKETING,5.0,,Y,0
2780.0,FORMER JOINT SECRETARY AND LEGISLATIVE COUNSEL,5.0,,Y,0
2781.0,SR. CARDIO THORACIC SURGEON AND V.C,5.0,,Y,0
2782.0,FORMER DIRECTOR GENERAL DENTAL SERVICE,5.0,,Y,0
2783.0,DIRECTOR GENERAL ORDNANCE FACTORIES AND CHAIRMAN OFB,5.0,,Y,0
2784.0,E D M E,5.0,,Y,0
2785.0,E D M E FR,5.0,,Y,0
2786.0,E D M E TR,5.0,,Y,0
2787.0,E D M E DEV.,5.0,,Y,0
2788.0,CHIEF COMMUNICATION ENGINEER,5.0,,Y,0
2789.0,FORMER ADDL. DGBR,5.0,,Y,0
2790.0,DY CHIEF SIGNAL AND TELECOM ENGINEER,5.0,,Y,0
2791.0,SENIOR SIGNAL AND TELECOM ENGINEER,5.0,,Y,0
2792.0,MEMBER SERVICES,5.0,,Y,0
2793.0,SCIENTIST G AND DIRECTOR,5.0,,Y,0
2794.0,FILM ACTOR DIRECTOR,5.0,,Y,0
2795.0,FILM ACTOR,5.0,,Y,0
2796.0,ACTRESS,5.0,,Y,0
2797.0,FIRE ADVISOR,5.0,,Y,0
2798.0,SR. FIRE  SAFETY MANAGER,5.0,,Y,0
2799.0,DEPUTY FIRE ADVISOR,5.0,,Y,0
2800.0,FIRE OFFICER,5.0,,Y,0
2801.0,FORMER DEPUTY DIRECTOR,5.0,,Y,0
2802.0,FORMER DRUGS CONTROLLER GENERAL,5.0,,Y,0
2803.0,FORMER DRUGS CONTROLLER GENERAL OF INDIA,5.0,,Y,0
2804.0,STAFF SCIENTIST VII,5.0,,Y,0
2805.0,STAFF SCIENTIST VI,5.0,,Y,0
2806.0,DIRECTOR NAVAL STORES,5.0,,Y,0
2807.0,DEPUTY COORDINATOR,5.0,,Y,0
2808.0,PLANNER,5.0,,Y,0
2809.0,SENIOR PHOTOGRAPHIC OFFICER,5.0,,Y,0
2810.0,CONSULTANT AND HEAD OF DEPARTMENT,5.0,,Y,0
2811.0,SPECIALIST GRADE II SR. SCALE,5.0,,Y,0
2812.0,PCCF CUM SECRETARY,5.0,,Y,0
2813.0,ADDL PCCF,5.0,,Y,0
2814.0,PCCF,5.0,,Y,0
2815.0,CHIEF GENERAL ENGINEER,5.0,,Y,0
2816.0,ADDITIONAL DEPUTY COMPTROLLER AND AUDITOR GENERAL ,5.0,,Y,0
2817.0,VISITING RESEARCH SCIENTIST,5.0,,Y,0
2818.0,DIRECTOR GRADE II,5.0,,Y,0
2819.0,ASSISTANT LEGISLATIVE COUNSEL,5.0,,Y,0
2820.0,ASSISTANT EDITOR,5.0,,Y,0
2821.0,SPECIALIST OFFICER,5.0,,Y,0
2822.0,DIRECTOR TECHNICAL OPERATIONS,5.0,,Y,0
2823.0,DEPUTY CHIEF VIGILANCE OFFICER,23.0,25.0,Y,0
2824.0,EMERITUS SENIOR SCIENTIST,23.0,,Y,0
2825.0,GRADED SPECIALIST,5.0,,Y,0
2826.0,RESEARCH POOL OFFICER,5.0,,Y,0
2827.0,CONSULTANT AND DIRECTOR,5.0,,Y,0
2828.0,ADVISOR AND CONSULTANT,5.0,,Y,0
2829.0,TEACHER GUIDE AND EXAMINER,5.0,,Y,0
2830.0,DY. GENERAL MANAGER,5.0,,Y,0
2831.0,CARTOGRAPHY OFFICER,5.0,,Y,0
2832.0,SENIOR CARTOGRAPHIC ASSISTANT,5.0,,Y,0
2833.0,ADDITIONAL SECRETARY AND ADVISER,5.0,,Y,0
2834.0,GENERAL MANAGER MAINTENANCE,5.0,,Y,0
2835.0,GENERAL MANAGER PRODUCTION,5.0,,Y,0
2836.0,CHIEF MEDICAL PHYSICIST,5.0,,Y,0
2837.0,DIVISIONAL OFFICER,5.0,,Y,0
2838.0,JOINT SECRETARY AND ADDITIONAL FINANCIAL ADVISOR,5.0,,Y,0
2839.0,ADDITIONAL SECRETARY AND FINANCIAL ADVISOR,5.0,,Y,0
2840.0,C.E.D.E,5.0,,Y,0
2841.0,C.E.G.E,5.0,,Y,0
2842.0,C.E.E,5.0,,Y,0
2843.0,DIRECTOR GENERAL OF POLICE CUM OSD,5.0,,Y,0
2844.0,DIRECTING STAFF,5.0,,Y,0
2845.0,SGPGIMS LUCKNOW,5.0,,Y,0
2846.0,LOKAYUKTA,5.0,,Y,0
2847.0,UPA LOKAYUKTA,5.0,,Y,0
2848.0,CHIEF PROJECT ADMINISTRATOR,5.0,,Y,0
2849.0,COMMONWELTH STAFF FELLOW,5.0,,Y,0
2850.0,ADDITIONAL DEVELOPMENT COMMISSIONER ,5.0,,Y,0
2851.0,RO SRO,5.0,,Y,0
2852.0,FORMER DEPUTY GOVERNOR,5.0,23.0,Y,0
2853.0,EXECUTIVE CHAIRMAN,5.0,,Y,0
2854.0,FORMER ECONOMIC ADVISOR,5.0,,Y,0
2855.0,FORMER CHIEF FINANCIAL COMMISSIONER,5.0,,Y,0
2856.0,CHIEF INFORMATION OFFICER LIBRARIAN,5.0,,Y,0
2857.0,SMCHO,5.0,,Y,0
2858.0,PRINCIPAL SECRETARY TOURISM CUM CHAIRPERSON,5.0,,Y,0
2859.0,DIRECTOR TOURISM,5.0,,Y,0
2860.0,STATE EDITOR OF DIST GAZETTEER,5.0,,Y,0
2861.0,DUPTY HIGH COMMISSIONER,5.0,,Y,0
2862.0,CHIEF TOWN PLANNER,5.0,,Y,0
2863.0,ASSISTANT PRESS REGISTRAR,5.0,23.0,Y,0
2864.0,PROF. AND HOD,5.0,,Y,0
2865.0,SUGARCANE COMMISSIONER,5.0,,Y,0
2866.0,SPL. D G,5.0,,Y,0
2867.0,SR. SYSTEM PROGRAMMER,5.0,,Y,0
2868.0,FORMER ADDL. SECRETARY,5.0,,Y,0
2869.0,CHIEF SURVEYOR CUM ADDL. D.G ENGINEERING,5.0,,Y,0
2870.0,CHIEF SHIP SURVEYOR,5.0,,Y,0
2871.0,CHIEF MEDICAL DIRECTOR,5.0,,Y,0
2872.0,FORMER INSURANCE COMMISSIONER,5.0,,Y,0
2873.0,TECHNICAL ADVISOR,5.0,,Y,0
2874.0,FORMER SR. PHOTOGRAPHIC OFFICER,5.0,,Y,0
2875.0,CHIEF DOCUMENTATION OFFICER CUM CHIEF LIBRARIAN,5.0,,Y,0
2876.0,DIRECTOR AND CURATOR,5.0,,Y,0
2877.0,SR. NAVAL STORE OFFICER,5.0,,Y,0
2878.0,SR. HINDI OFFICER,5.0,,Y,0
2879.0,CHIEF MEDICAL SUPERINTENDENT,5.0,,Y,0
2880.0,INSURANCE OMBUDSMAN,5.0,,Y,0
2881.0,SR. DPO,5.0,,Y,0
2882.0,CPO,5.0,,Y,0
2883.0,DOCK MASTER,5.0,,Y,0
2884.0,SR. DOCK MASTER,5.0,,Y,0
2885.0,PUBLIC HEALTH OFFICER,5.0,,Y,0
2886.0,SUPDT. GEOLOGIST,5.0,,Y,0
2887.0,SENIOR SURGICAL SPECIALIST,5.0,,Y,0
2888.0,DEPUTY COMPTROLLER AND AUDITOR GENERAL,5.0,,Y,0
2889.0,SENIOR TECHNICAL ADVISER,5.0,,Y,0
2890.0,CONTROLLER OF PUBLICATIONS,5.0,,Y,0
2891.0,SCIENTIST GRADE IV SIX,5.0,,Y,0
2892.0,SCIENTIST GRADE IV TWO,5.0,,Y,0
2893.0,SCIENTIST GR. IV TWO,5.0,,Y,0
2894.0,SCIENTIST GR. IV FOUR,5.0,,Y,0
2895.0,SCIENTIST GR. I,5.0,,Y,0
2896.0,DISTINGUISHED PROFESSOR,5.0,,Y,0
2897.0,INFORMATION COMMISSIONER,5.0,,Y,0
2898.0,SECRETARY BORDER MANAGEMENT,5.0,,Y,0
2899.0,PRINCIPAL SECRETARY HOME,5.0,,Y,0
2900.0,FORMER CHIEF MEDICAL SUPERINTENDENT,5.0,,Y,0
2901.0,FORMER PRINCIPAL AND HEAD,5.0,,Y,0
2902.0,MANAGING DIRECTOR AND CEO,5.0,,Y,0
2903.0,SR. JOINT REGISTRAR,5.0,,Y,0
2904.0,ADDL. S P,5.0,,Y,0
2905.0,PRINCIPAL TECHNICAL OFFICER,5.0,,Y,0
2906.0,ASSOCIATE PROF,5.0,,Y,0
2907.0,DIRECTOR MARKETING,5.0,,Y,0
2908.0,CONSULTANT GYNAECOLOGY AND PROFESSOR,5.0,,Y,0
2909.0,SPECIAL DIRECTOR GENERAL OF HEALTH SERVICES,5.0,,Y,0
2910.0,FORMER ADDITIONAL LEGISLATIVE COUNSEL,5.0,,Y,0
2911.0,FORMER CHIEF SURVEYOR CUM ADDL. DIR. GEN. OF SHIPPING,5.0,,Y,0
2912.0,FORMER ADVISOR TECHNOLOGY,5.0,,Y,0
2913.0,DIRECTOR P.G STUDIES,5.0,,Y,0
2914.0,PROFESSOR(HAG),5.0,66.0,Y,0
2915.0,FORMER ANIMAL HUSBANDRY COMMNR. AND ASSTT. DIR. GEN.,5.0,,Y,0
2916.0,ANIMAL HUSBANDRY COMMISSIONER,5.0,,Y,0
2917.0,FORMER ADDL. GENERAL MANAGER,5.0,,Y,0
2918.0,FORMER DGM,5.0,,Y,0
2919.0,FORMER PROFESSOR AND CHAIRMAN,5.0,,Y,0
2920.0,FORMER DIRECTOR PLANNING AND MONITORING,5.0,,Y,0
2921.0,DIRECTOR PLANNING AND MONITORING ,5.0,,Y,0
2922.0,PART TIME TEACHER ON PER LECTURE BASIS,5.0,,Y,0
2923.0,FORMER HIGH COMMISSIONER,5.0,,Y,0
2924.0,REPUTED FILM MAKER,5.0,,Y,0
2925.0,DEPUTY EXECUTIVE DIRECTOR,5.0,,Y,0
2926.0,ACADEMIC REGISTRAR,5.0,,Y,0
2927.0,FILM DIRECTOR,5.0,,Y,0
2928.0,PART TIME TEACHER IN PHYSICS,5.0,,Y,0
2929.0,FORMER SR. PRINCIPAL SCIENTIST,5.0,,Y,0
2930.0,PRINCIPAL REGISTRAR,5.0,,Y,0
2931.0,FORMER CHIEF FINANCIAL OFFICER,5.0,,Y,0
2932.0,FORMER REGISTRAR,5.0,,Y,0
2933.0,CHIEF PLANNING AND PROGRAMME OFFICER,5.0,,Y,0
2934.0,DIRECTOR CUM DGP AND IGP,5.0,,Y,0
2935.0,DGP HYDERABAD,5.0,,Y,0
