PROFESSION_ID,SPECILISATION_ID,SPECILISATION_NAME,CR_BY,MOD_BY,ACTIVE,OFLINE,DATE
46.0,25.0,LIBRARY SCIENCE AND INFORMATION SCIENCE,71.0,,Y,0,2024-11-27 12:05:08
47.0,1.0,INDIAN PHILOSOPHY,5.0,,Y,0,2021-04-07 11:02:52
47.0,2.0,WESTERN PHILOSOPHY,5.0,,Y,0,2021-04-07 11:02:52
47.0,3.0,ETHICS AND SOCIAL PHILOSOPHY,5.0,,Y,0,2021-04-07 11:02:52
47.0,4.0,SIKH PHILOSOPHY,5.0,,Y,0,2021-04-07 11:02:52
47.0,5.0,LOGIC,5.0,,Y,0,2021-04-07 11:02:52
47.0,6.0,ETHICS,5.0,,Y,0,2021-04-07 11:02:52
47.0,7.0,POLITICAL PHILOSOPHY,23.0,,Y,0,2021-04-07 11:02:52
47.0,8.0,PHILOSOPHY AND RELIGION,70.0,,Y,0,2024-05-08 12:39:43
47.0,9.0,GENDER STUDIES,66.0,,Y,0,2024-07-08 14:53:21
48.0,1.0,ACADEMIC P.S.,2.0,,Y,0,2021-04-07 11:02:52
48.0,2.0,POLITICAL THEORY,2.0,,Y,0,2021-04-07 11:02:52
48.0,3.0,POLITICAL THOUGHT,2.0,,Y,0,2021-04-07 11:02:52
48.0,4.0,CONSTITUTION,2.0,,Y,0,2021-04-07 11:02:52
48.0,5.0,INTERNATIONAL RELATIONS THEORY,2.0,,Y,0,2021-04-07 11:02:52
48.0,6.0,INTERNATIONAL RELATIONS PRACTICE,2.0,,Y,0,2021-04-07 11:02:52
48.0,7.0,PUBLIC ADMINISTRATION,4.0,,Y,0,2021-04-07 11:02:52
48.0,8.0,POLITICAL SOCIOLOGY,4.0,,Y,0,2021-04-07 11:02:52
48.0,9.0,INTERNATIONAL RELATIONS,5.0,,Y,0,2021-04-07 11:02:52
48.0,10.0,DEVELOPMENT ADMINISTRATION,4.0,,Y,0,2021-04-07 11:02:52
48.0,11.0,POLITICAL PHILOSOPHY,4.0,,Y,0,2021-04-07 11:02:52
48.0,12.0,INDIAN GOVERNMENT AND POLITICS,4.0,,Y,0,2021-04-07 11:02:52
48.0,13.0,INTERNATIONAL POLITICS,4.0,,Y,0,2021-04-07 11:02:52
48.0,14.0,PUBLIC POLICY,5.0,,Y,0,2021-04-07 11:02:52
48.0,15.0,LOCAL SELF GOVT.,5.0,,Y,0,2021-04-07 11:02:52
48.0,16.0,STRATEGIC STUDIES,5.0,,Y,0,2021-04-07 11:02:52
48.0,17.0,INDIAN POLITICS,5.0,,Y,0,2021-04-07 11:02:52
48.0,18.0,INTERNATIONAL STUDIES,5.0,,Y,0,2021-04-07 11:02:52
48.0,19.0,INDIA GOVT. AND POLITICS,5.0,,Y,0,2021-04-07 11:02:52
48.0,20.0,COMPARATIVE POLITICS,23.0,,Y,0,2021-04-07 11:02:52
48.0,21.0,ACADEMIC PERFORMANCE INDICATOR (API)..,40.0,40.0,N,0,2021-04-07 11:02:52
48.0,22.0,ACADEMIC PERFORMANCE INDICATOR (API).,40.0,,Y,0,2021-04-07 11:02:52
48.0,23.0,ETHICS AND POLITICS,23.0,,Y,0,2021-04-07 11:02:52
48.0,24.0,POLITICAL ECONOMY,40.0,,Y,0,2021-04-07 11:02:52
48.0,25.0,MARITIME STRATEGY,66.0,,Y,0,2023-08-03 15:55:40
48.0,26.0,SOUTH ASIAN STUDIES,66.0,,Y,0,2023-09-04 14:41:49
48.0,27.0,FOREIGN POLICY,66.0,,Y,0,2024-02-28 12:23:01
48.0,28.0,CENTRAL ASIAN STUDIES,66.0,,Y,0,2024-05-03 17:28:42
48.0,29.0,DEVELOPMENT STUDIES,66.0,,Y,0,2024-09-17 15:47:13
48.0,30.0,EAST ASIAN STUDIES,66.0,,Y,0,2024-10-29 10:14:23
48.0,31.0,INIDNA POLITICAL ECONOMY AND FISCAL FEDERALISM,71.0,,Y,0,2024-11-27 15:07:23
48.0,32.0,MINORITY POLITICS,71.0,,Y,0,2024-11-27 15:11:14
48.0,33.0,"MINORITY POLITICS, INTERNATIONAL RELATIONS, SOCIAL EXCLUSION",71.0,,Y,0,2024-11-27 15:12:28
48.0,34.0,"GLOBAL HEALTH GOVERNANCE/POLICY/DIPLOMACY, UNO",71.0,,Y,0,2024-11-27 15:17:28
48.0,35.0,AFRICAN STUDIES,66.0,,Y,0,2025-10-06 12:06:40
48.0,36.0,GENDER STUDIES,66.0,,Y,0,2025-10-14 16:02:40
48.0,37.0,INFORMATION WARFARE,66.0,,Y,0,2025-10-14 16:03:00
49.0,1.0,SOCIAL PSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,2.0,ORGANISATIONAL PSYCHOLOGY,4.0,,Y,0,2021-04-07 11:02:52
49.0,3.0,EDUCATION PSYCHOLOGY,4.0,,Y,0,2021-04-07 11:02:52
49.0,4.0,COGNITIVE PSYCHOLOGY,4.0,,Y,0,2021-04-07 11:02:52
49.0,5.0,CLINICAL PSYCHOLOGY,4.0,,Y,0,2021-04-07 11:02:52
49.0,6.0,GENERAL PSYCHOLOGY,4.0,,Y,0,2021-04-07 11:02:52
49.0,7.0,FORENSIC PSYCHOLOGY,4.0,,Y,0,2021-04-07 11:02:52
49.0,8.0,DEVELOPMENT PSYCHOLOGY,4.0,,Y,0,2021-04-07 11:02:52
49.0,9.0,INDUSTRIAL PSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,10.0,PERSONALITY DEVELOPMENT,5.0,,Y,0,2021-04-07 11:02:52
49.0,11.0,EXPERIMENTAL PSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,12.0,WOMEN STUDIES,5.0,,Y,0,2021-04-07 11:02:52
49.0,13.0,NEUROPSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,14.0,ORGANISATIONAL BEHAVIOUR,5.0,,Y,0,2021-04-07 11:02:52
49.0,15.0,SPIRITUAL PSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,16.0,MILITARY PSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,17.0,HEALTH PSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,18.0,APPLIED PSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,19.0,COMMUNITY PSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,20.0,GUIDANCE AND COUNSELLING,5.0,,Y,0,2021-04-07 11:02:52
49.0,21.0,COUNSELLING PSYCHOLOGY,5.0,,Y,0,2021-04-07 11:02:52
49.0,22.0,PSYCHOLOGY IN GENDER,5.0,,Y,0,2021-04-07 11:02:52
49.0,23.0,REHABILITATION PSYCHOLOGY,54.0,,Y,0,2022-01-21 10:27:22
49.0,24.0,MENTAL HEALTH,65.0,,Y,0,2022-07-13 16:51:40
49.0,25.0,HUMAN RELATIONS ,66.0,,Y,0,2023-08-05 17:19:22
49.0,26.0,SOCIAL PSYCHOLOGY,66.0,,Y,0,2023-08-08 17:33:35
49.0,27.0,GUIDANCE AND COUNSELLING PSYCHOLOGY,66.0,,Y,0,2023-08-08 17:34:17
49.0,28.0,BEHAVIOURAL SCIENCES,66.0,,Y,0,2024-04-08 10:18:28
49.0,29.0,POSITIVE PSYCHOLOGY,71.0,,Y,0,2024-11-27 15:26:31
49.0,30.0,SOCIAL MEDIA,71.0,,Y,0,2024-11-27 15:26:49
50.0,1.0,CONSERVATION AND PRESERVATION,2.0,,Y,0,2021-04-07 11:02:52
51.0,1.0,COMMUNITY WORK,23.0,,Y,0,2021-04-07 11:02:52
51.0,2.0,YOUTH DEVELOPMENT ,66.0,,Y,0,2022-09-28 11:35:06
51.0,3.0,DALIT AND TRIBAL STUDIES,66.0,,Y,0,2024-04-26 12:03:29
51.0,4.0,EDUCATION AND SOCIAL DEVELOPMENT ,66.0,,Y,0,2024-04-26 12:03:51
51.0,5.0,SOCIAL EXCLUSION AND INCLUSION,66.0,,Y,0,2024-04-26 12:04:09
51.0,6.0,NATIONAL SERVICE SCHEME(NSS),66.0,,Y,0,2024-10-14 12:21:53
52.0,1.0,BEAUTY CULTURE,2.0,,Y,0,2021-04-07 11:02:52
52.0,2.0,CIVIL DEFENCE,2.0,,Y,0,2021-04-07 11:02:52
52.0,3.0,CINEMATOGRAPHY,2.0,,Y,0,2021-04-07 11:02:52
52.0,4.0,ENGLISH STENOGRAPHY,2.0,,Y,0,2021-04-07 11:02:52
52.0,5.0,HINDI STENOGRAPHY,2.0,,Y,0,2021-04-07 11:02:52
52.0,6.0,HANDICRAFTS OR CRAFTS,2.0,49.0,Y,0,2021-04-07 11:02:52
52.0,7.0,FIRE FIGHTING / FIRE SAFETY,2.0,23.0,Y,0,2021-04-07 11:02:52
52.0,8.0,JEWELLERY,2.0,,Y,0,2021-04-07 11:02:52
52.0,9.0,MOUNTAINEERING,2.0,,Y,0,2021-04-07 11:02:52
52.0,10.0,PHOTOGRAPHY,2.0,,Y,0,2021-04-07 11:02:52
52.0,11.0,SECURITY AND DEFENCE,2.0,25.0,Y,0,2021-04-07 11:02:52
52.0,12.0,TOURISM,2.0,,Y,0,2021-04-07 11:02:52
52.0,13.0,YOGA,2.0,,Y,0,2021-04-07 11:02:52
52.0,14.0,O AND M TECHNIQUE AND WORK STUDY,2.0,,Y,0,2021-04-07 11:02:52
52.0,15.0,INTERIOR DECORATION,2.0,,Y,0,2021-04-07 11:02:52
52.0,16.0,WRAPONRY,2.0,2.0,N,0,2021-04-07 11:02:52
52.0,17.0,WEAPONRY,2.0,,Y,0,2021-04-07 11:02:52
52.0,18.0,GLIDING,5.0,,Y,0,2021-04-07 11:02:52
52.0,19.0,LEADERSHIP,5.0,,Y,0,2021-04-07 11:02:52
52.0,20.0,AEROSPORTS,4.0,,Y,0,2021-04-07 11:02:52
52.0,21.0,HOT AIR BALLOON FLYING,4.0,,Y,0,2021-04-07 11:02:52
52.0,22.0,RURAL DEVELOPMENT,4.0,,Y,0,2021-04-07 11:02:52
52.0,23.0,FLYING INSTRUCTOR,4.0,,Y,0,2021-04-07 11:02:52
52.0,24.0,COMBAT FIGHTER PILOT,4.0,,Y,0,2021-04-07 11:02:52
52.0,25.0,DEFENCE TRAINING,5.0,,Y,0,2021-04-07 11:02:52
52.0,26.0,DISASTER MANAGEMENT,4.0,,Y,0,2021-04-07 11:02:52
52.0,27.0,PENSIONS,5.0,,Y,0,2021-04-07 11:02:52
52.0,28.0,PARLIAMENTARY AFFAIRS,5.0,,Y,0,2021-04-07 11:02:52
52.0,29.0,AIRPORT DEVELOPMENT AND OTHER OPERATIONS,5.0,,Y,0,2021-04-07 11:02:52
52.0,30.0,PORT OPERATIONS,5.0,,Y,0,2021-04-07 11:02:52
52.0,31.0,TOURISM MANAGEMENT,5.0,,Y,0,2021-04-07 11:02:52
52.0,32.0,FILM DIRECTION,5.0,,Y,0,2021-04-07 11:02:52
52.0,33.0,FIRE SAFETY,5.0,,Y,0,2021-04-07 11:02:52
52.0,34.0,LEATHER TECHNOLOGY,5.0,,Y,0,2021-04-07 11:02:52
52.0,35.0,YOUTH AFFAIRS AND SPORTS,5.0,66.0,Y,0,2021-04-07 11:02:52
52.0,36.0,BOOK PUBLICATION AND PRINTING,5.0,,Y,0,2021-04-07 11:02:52
52.0,37.0,PRINTING TECHNOLOGY,5.0,,Y,0,2021-04-07 11:02:52
52.0,38.0,NAUTICAL SURVEY,5.0,,Y,0,2021-04-07 11:02:52
52.0,39.0,VICE CHANCELLOR,5.0,,Y,0,2021-04-07 11:02:52
52.0,40.0,ENGINEERING,5.0,,Y,0,2021-04-07 11:02:52
52.0,41.0,SCIENCE,5.0,,Y,0,2021-04-07 11:02:52
52.0,42.0,METROLOGY,5.0,,Y,0,2021-04-07 11:02:52
52.0,43.0,DIRECTOR,5.0,,Y,0,2021-04-07 11:02:52
52.0,44.0,INFORMATION COMMISSIONER,23.0,,Y,0,2021-04-07 11:02:52
52.0,45.0,HAIR AND SKIN CARE,45.0,,Y,0,2021-04-07 11:02:52
52.0,46.0,HAIR AND BEUTY,45.0,,Y,0,2021-04-07 11:02:52
52.0,47.0,SUJOK THERAPY,45.0,,Y,0,2021-04-07 11:02:52
52.0,48.0,C M D,23.0,,Y,0,2021-04-07 11:02:52
52.0,49.0,MANAGING DIRECTOR,54.0,,Y,0,2021-04-07 11:02:52
52.0,50.0,CYBER SECURITY / CYBER LAW,54.0,,Y,0,2021-07-20 11:51:24
52.0,51.0,DIGITAL FORENSIC,54.0,,Y,0,2021-11-17 16:37:37
52.0,52.0,LOGISTICS,54.0,,Y,0,2021-12-14 15:19:29
52.0,53.0,C B I,61.0,,Y,0,2022-05-27 11:21:14
52.0,54.0,AIR DEFENCE MANAGEMENT,66.0,66.0,N,0,2022-06-06 11:23:37
52.0,55.0,CHIEF EXECUTIVE OFFICER,66.0,,Y,0,2023-04-20 11:04:08
52.0,56.0,REGIONAL EXECUTIVE DIRECTOR,66.0,,Y,0,2023-04-20 11:04:23
52.0,57.0,AVIATION SAFETY,66.0,,Y,0,2023-04-20 16:03:52
52.0,58.0,FIRE SERVICES,66.0,,Y,0,2023-04-20 16:04:39
52.0,59.0,SPORTS,59.0,,Y,0,2023-06-23 15:43:35
52.0,60.0,CHIEF ECONOMIC ADVISER,59.0,,Y,0,2023-08-22 13:07:30
52.0,61.0,NEW AND RENEWABLE ENERGY,66.0,,Y,0,2023-08-31 11:19:57
52.0,62.0,"FISHERIES, ANIMAL HUSBANDRY AND DIARYING ",66.0,,Y,0,2023-08-31 11:22:15
52.0,63.0,ADOLESCENT HEALTH,61.0,,Y,0,2023-08-31 15:20:24
52.0,64.0,GI AND COMMUNICATION TECHNOLOGIES,66.0,,Y,0,2023-09-01 17:45:38
52.0,65.0,"CHILD, ADOLESCENT AND YOUTH HEALTH",66.0,,Y,0,2023-09-06 15:53:46
52.0,66.0,RURAL LIVELIHOOD,66.0,,Y,0,2023-09-12 11:51:10
52.0,67.0,DEFENCE AND STRATEGIC STUDIES,66.0,,Y,0,2023-09-14 15:56:12
52.0,68.0,DEFENCE STUDIES,66.0,,Y,0,2023-09-14 15:57:51
52.0,69.0,QUALITY ASSURANCE(APPLIED),66.0,,Y,0,2023-09-25 12:16:51
52.0,70.0,CYBER CRIME,66.0,,Y,0,2023-09-29 12:41:25
52.0,71.0,ECONOMIC OFFENCES,66.0,,Y,0,2023-10-16 16:02:51
52.0,72.0,SECURITY AND DEFENCE DELETED ,66.0,25.0,N,0,2023-12-11 14:40:46
52.0,73.0,AIR WORTHINES SAFETY,66.0,,Y,0,2024-01-17 10:05:24
52.0,74.0,AIR CRAFT OPERATIONS,66.0,,Y,0,2024-01-17 10:05:43
52.0,93.0,DIPLOMA IN AME ,66.0,66.0,Y,0,2024-01-17 10:00:33
52.0,94.0,DEFENCE ,66.0,,Y,0,2024-02-19 16:35:00
52.0,95.0,NATIONAL SECURITY STUDIES,59.0,,Y,0,2024-03-14 14:33:26
52.0,96.0,INDIAN NAVY,70.0,,Y,0,2024-04-18 17:32:43
52.0,97.0,HEAVY INDUSTRIES,66.0,,Y,0,2024-06-19 15:20:32
52.0,98.0,AUTOMOTIVE INDUSTRY,66.0,,Y,0,2024-06-19 15:25:03
52.0,99.0,ELECTRIC MOBILITY,66.0,,Y,0,2024-06-19 15:25:57
52.0,100.0,HYDRO & RENEWABLE ENERGY,66.0,,Y,0,2024-07-25 11:54:26
52.0,101.0,DEPUTY DIRECTOR GENERAL,59.0,,Y,0,2024-08-01 17:39:04
52.0,102.0,INDIAN AIR FORCE,66.0,,Y,0,2024-10-28 11:10:27
52.0,103.0,SECURITY AND STRATEGIC ISSUES,66.0,,Y,0,2024-10-28 12:04:52
52.0,104.0,ASSOCIATE FELLOW,66.0,,Y,0,2024-10-28 12:22:39
52.0,105.0,ASSOCIATE FELLOW,66.0,,Y,0,2024-10-28 12:23:22
52.0,106.0,CIVIL AVIATION,70.0,,Y,0,2024-11-20 12:55:12
52.0,107.0,INTERNATIONAL RELATIONS & DEFENCE STRATEGY,62.0,,Y,0,2025-04-08 17:49:18
52.0,108.0,INDIAN AIR FORCE,66.0,,Y,0,2025-05-13 10:09:40
52.0,109.0,CABIN SAFETY/CABIN OPERATIONS,62.0,,Y,0,2025-05-27 14:44:51
52.0,110.0,AIR TRAFFIC MANAGEMENT/OPERATIONS,62.0,,Y,0,2025-05-27 14:45:33
52.0,111.0,INDIAN ARMY,66.0,,Y,0,2025-08-07 15:35:06
52.0,112.0,AIR TRAFFIC MANAGEMENT ,66.0,,Y,0,2025-09-02 10:54:51
52.0,113.0,CYBER SECURITY,66.0,,Y,0,2025-10-13 17:21:50
53.0,1.0,STRUCTURAL ENGINEERING,2.0,,Y,0,2021-04-07 11:02:52
53.0,2.0,CIVIL ENGG.,2.0,,Y,0,2021-04-07 11:02:52
53.0,3.0,HYDRAULIC ENGG.,2.0,,Y,0,2021-04-07 11:02:52
53.0,4.0,ENVIRONMENTAL ENGG.,2.0,,Y,0,2021-04-07 11:02:52
53.0,5.0,SOIL AND WATER CONSERVATION ENGG.,2.0,,Y,0,2021-04-07 11:02:52
53.0,6.0,STRUCTURE ENGG.,2.0,,Y,0,2021-04-07 11:02:52
53.0,7.0,SURVEYING AND PHOTO GRAMMETRY,2.0,,Y,0,2021-04-07 11:02:52
53.0,8.0,TRANSPORTATION ENGG.,2.0,,Y,0,2021-04-07 11:02:52
53.0,9.0,SOIL MECH. AND FOUNDATION ENGG.,4.0,,Y,0,2021-04-07 11:02:52
54.0,1.0,DUMMY1,25.0,25.0,N,0,2021-04-07 11:02:52
54.0,2.0,DUMMY,25.0,,Y,0,2021-04-07 11:02:52
58.0,1.0,FINANCIAL MANAGEMENT,11.0,,Y,0,2021-04-07 11:02:52
58.0,2.0,BUDGET,11.0,,Y,0,2021-04-07 11:02:52
58.0,3.0,FINANCIAL CONTROLS,11.0,,Y,0,2021-04-07 11:02:52
58.0,4.0,ACCOUNTING AND FINANCE,11.0,,Y,0,2021-04-07 11:02:52
60.0,1.0,INDIAN ADMINISTRATIVE SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,2.0,INDIAN FOREIGN SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,3.0,INDIAN POLICE SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,4.0,INDIAN REVENUE SERVICE...CUSTOMS AND CENTRAL EXCISE,1.0,,Y,0,2021-04-07 11:02:52
60.0,5.0,INDIAN REVENUE SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,6.0,INDIAN ORDNANCE FACTORIES SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,7.0,INDIAN POSTAL SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,8.0,INDIAN POST AND T ACCOUNTS AND FINANCE SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,9.0,INDIAN AUDIT AND ACCOUNTS SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,10.0,INDIAN DEFENCE ACCOUNTS SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,11.0,INDIAN CIVIL ACCOUNTS SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,12.0,INDIAN RAILWAY ACCOUNTS SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,13.0,INDIAN RAILWAY TRAFFIC SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,14.0,INDIAN RAILWAY PERSONNEL SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,15.0,INDIAN DEFENCE ESTATES SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,16.0,INDIAN INFORMATION SERVICE,1.0,,Y,0,2021-04-07 11:02:52
60.0,17.0,INDIAN RAILWAY ENGINEERING SERVICE,5.0,,Y,0,2021-04-07 11:02:52
60.0,18.0,INDIAN SUPPLY SERVICE ,5.0,,Y,0,2021-04-07 11:02:52
60.0,19.0,INDIAN FOREIN SERVICE,5.0,25.0,N,0,2021-04-07 11:02:52
60.0,20.0,INDIAN DEFENCE SERVICES OF ENGINEERS,23.0,,Y,0,2021-04-07 11:02:52
60.0,21.0,INDIAN RAILWAY STORES SERVICE,23.0,23.0,Y,0,2021-04-07 11:02:52
60.0,22.0,RAILWAY PROTECTION FORCE,70.0,,Y,0,2024-10-16 09:51:00
60.0,23.0,"INDIA, FOREIGN TRADE POLICY",77.0,,Y,0,2025-07-10 17:13:20
60.0,24.0,INDIAN TRADE SERVICE,66.0,,Y,0,2025-08-07 16:39:11
61.0,1.0,ASSAM  MEGHALAYA,5.0,,Y,0,2021-04-07 11:02:52
61.0,2.0,ANDHRA PRADESH,5.0,,Y,0,2021-04-07 11:02:52
61.0,3.0,ARUNACHAL PRADESH,5.0,,Y,0,2021-04-07 11:02:52
61.0,4.0,BIHAR,5.0,,Y,0,2021-04-07 11:02:52
61.0,5.0,CHATTISGARH,5.0,,Y,0,2021-04-07 11:02:52
61.0,6.0,MADHYA PRADESH,5.0,,Y,0,2021-04-07 11:02:52
61.0,7.0,GUJARAT,5.0,,Y,0,2021-04-07 11:02:52
61.0,8.0,HARYANA,5.0,,Y,0,2021-04-07 11:02:52
61.0,9.0,HIMACHAL PRADESH,5.0,,Y,0,2021-04-07 11:02:52
61.0,10.0,JAMMU KASHMIR,5.0,,Y,0,2021-04-07 11:02:52
61.0,11.0,KARNATAKA,5.0,,Y,0,2021-04-07 11:02:52
61.0,12.0,KERALA,5.0,,Y,0,2021-04-07 11:02:52
61.0,13.0,MANIPUR TRIPURA,5.0,,Y,0,2021-04-07 11:02:52
61.0,14.0,MAHARASHTRA,5.0,,Y,0,2021-04-07 11:02:52
61.0,15.0,MEGHALAYA,5.0,,Y,0,2021-04-07 11:02:52
61.0,16.0,NAGALAND,5.0,,Y,0,2021-04-07 11:02:52
61.0,17.0,ODISHA,5.0,23.0,Y,0,2021-04-07 11:02:52
61.0,18.0,PUNJAB,5.0,,Y,0,2021-04-07 11:02:52
61.0,19.0,RAJASTHAN,5.0,,Y,0,2021-04-07 11:02:52
61.0,20.0,TAMIL NADU,5.0,,Y,0,2021-04-07 11:02:52
61.0,21.0,UTTAR PRADESH,5.0,,Y,0,2021-04-07 11:02:52
61.0,22.0,WEST BENGAL,5.0,,Y,0,2021-04-07 11:02:52
61.0,23.0,CENTRAL POLICE ORGANISATIONS,1.0,,Y,0,2021-04-07 11:02:52
61.0,24.0,DELHI,5.0,,Y,0,2021-04-07 11:02:52
61.0,25.0,JHARKHAND,5.0,,Y,0,2021-04-07 11:02:52
61.0,26.0,SIKKIM,5.0,,Y,0,2021-04-07 11:02:52
61.0,27.0,INVESTIGATION,5.0,23.0,Y,0,2021-04-07 11:02:52
61.0,28.0,AGMUT,5.0,,Y,0,2021-04-07 11:02:52
61.0,29.0, TRAINING,5.0,,Y,0,2021-04-07 11:02:52
61.0,30.0,IT SECURITY,5.0,,Y,0,2021-04-07 11:02:52
61.0,31.0,TRAINING,5.0,,Y,0,2021-04-07 11:02:52
61.0,32.0,INTELLIGENCE,4.0,,Y,0,2021-04-07 11:02:52
61.0,33.0,RR,5.0,,Y,0,2021-04-07 11:02:52
61.0,34.0,GOA,5.0,,Y,0,2021-04-07 11:02:52
61.0,35.0,UTTARAKHAND,5.0,,Y,0,2021-04-07 11:02:52
61.0,36.0,TELANGANA,23.0,,Y,0,2021-04-07 11:02:52
61.0,37.0,1988,54.0,54.0,N,0,2021-04-07 11:02:52
61.0,38.0,LAW AND ORDER,66.0,,Y,0,2023-08-01 15:37:43
62.0,1.0,ANDHRA PRADESH,5.0,,Y,0,2021-04-07 11:02:52
62.0,2.0,AGMUT,5.0,,Y,0,2021-04-07 11:02:52
62.0,3.0,ASSAM  MEGHALAYA,5.0,,Y,0,2021-04-07 11:02:52
62.0,4.0,BIHAR,5.0,,Y,0,2021-04-07 11:02:52
62.0,5.0,CHATTISGARH,5.0,,Y,0,2021-04-07 11:02:52
62.0,6.0,GUJARAT,5.0,,Y,0,2021-04-07 11:02:52
62.0,7.0,HIMACHAL PRADESH,5.0,,Y,0,2021-04-07 11:02:52
62.0,8.0,HARYANA,5.0,,Y,0,2021-04-07 11:02:52
62.0,9.0,JAMMU KASHMIR,5.0,,Y,0,2021-04-07 11:02:52
62.0,10.0,JHARKHAND,5.0,,Y,0,2021-04-07 11:02:52
62.0,11.0,KARNATAKA,5.0,,Y,0,2021-04-07 11:02:52
62.0,12.0,KERALA,5.0,,Y,0,2021-04-07 11:02:52
62.0,13.0,MADHYA PRADESH,5.0,,Y,0,2021-04-07 11:02:52
62.0,14.0,MAHARASHTRA,5.0,,Y,0,2021-04-07 11:02:52
62.0,15.0,ODISHA,5.0,23.0,Y,0,2021-04-07 11:02:52
62.0,16.0,PUNJAB,5.0,,Y,0,2021-04-07 11:02:52
62.0,17.0,RAJASTHAN,5.0,,Y,0,2021-04-07 11:02:52
62.0,18.0,TAMIL NADU,5.0,,Y,0,2021-04-07 11:02:52
62.0,19.0,UTTAR PRADESH,5.0,,Y,0,2021-04-07 11:02:52
62.0,20.0,UTTARAKHAND,5.0,23.0,Y,0,2021-04-07 11:02:52
62.0,21.0,WEST BENGAL,5.0,,Y,0,2021-04-07 11:02:52
62.0,22.0,PERSONNEL MANAGEMENT,1.0,,Y,0,2021-04-07 11:02:52
62.0,23.0,INTERNAL SECURITY,1.0,,Y,0,2021-04-07 11:02:52
62.0,24.0,GENERAL ADMINISTRATION,1.0,,Y,0,2021-04-07 11:02:52
62.0,25.0,UT,5.0,,Y,0,2021-04-07 11:02:52
62.0,26.0,M T,4.0,,Y,0,2021-04-07 11:02:52
62.0,27.0,SIKKIM,4.0,,Y,0,2021-04-07 11:02:52
62.0,28.0,NAGALAND,5.0,,Y,0,2021-04-07 11:02:52
62.0,29.0,MANIPUR TRIPURA,5.0,,Y,0,2021-04-07 11:02:52
62.0,30.0,TOURISM,5.0,,Y,0,2021-04-07 11:02:52
62.0,31.0,TELANGANA,5.0,,Y,0,2021-04-07 11:02:52
62.0,32.0,TRIPURA,54.0,,Y,0,2022-01-05 11:49:02
62.0,33.0,JOINT CHIEF EXECUTIVE OFFICER,66.0,,Y,0,2022-12-12 15:49:20
62.0,34.0,MANIPUR,70.0,,Y,0,2024-01-25 11:20:53
62.0,35.0,ASSAM,71.0,,Y,0,2024-10-15 10:53:51
62.0,36.0,MEGHALAYA,71.0,,Y,0,2024-10-15 12:00:38
62.0,37.0,GOVERNMENT OF TRIPURA,71.0,,Y,0,2024-10-15 12:24:35
63.0,1.0,AEROSPACE  AND AERONAUTICAL ENGINEERING,1.0,,Y,0,2021-04-07 11:02:52
63.0,2.0,AGRICULTURAL AND FOOD ENGINEERING,1.0,,Y,0,2021-04-07 11:02:52
63.0,3.0,CHEMICAL ENGINEERING,1.0,70.0,Y,0,2021-04-07 11:02:52
63.0,4.0,CIVIL ENGINEERING,1.0,,Y,0,2021-04-07 11:02:52
63.0,5.0,COMPUTER SCIENCE AND ENGINEERING,1.0,,Y,0,2021-04-07 11:02:52
63.0,6.0,CRYOGENIC ENGINEERING,1.0,,Y,0,2021-04-07 11:02:52
63.0,7.0,ELECTRICAL ENGINEERING,1.0,,Y,0,2021-04-07 11:02:52
63.0,8.0,ELECTRONICS AND ELECTRICAL COMMUNICATIONS ENGINEERING,1.0,,Y,0,2021-04-07 11:02:52
63.0,9.0,PRODUCTIONS AND INDUSTRIAL ENGINEERING,1.0,,Y,0,2021-04-07 11:02:52
63.0,10.0,INFORMATION TECHNOLOGY,1.0,,Y,0,2021-04-07 11:02:52
63.0,11.0,MECHANICAL ENGINEERING,1.0,73.0,Y,0,2021-04-07 11:02:52
